|lemm|word|tword|partlang|pos|idsent|sentpos|tkey|numexpress|rdeco|yotoe|case|plural|gender|animacy|cattimes|transitiv|sectransitiv|aspect|pers|catcomp|catcollat|catmood|catplural|refn|secrefn|pw|f_text|f_sent
1936|02*2+4,14*0,65т|02*2+4,14*0,65т|02*2+4,14*0,65т|NUSR|1805.0|102.0|7.0|NUSR||||||||||||||||||||1|1.0
1937|,|,|,|PNCT|1806.0|102.0|8.0|PNCT||||||||||||||||||||232|6.0
1938|однократный|однократной|однократной|ADJF|1807.0|102.0|9.0|||||gent|sing|femn||||||||||||||1|1.0
1939|дз|дз|ДЗ|NOUN|1808.0|102.0|10.0|SPEC|||||sing||anim||||||||||Name|||12|1.0
1940|,|,|,|PNCT|1809.0|102.0|11.0|PNCT||||||||||||||||||||232|6.0
1941|3|3|3|NUMB|1810.0|102.0|12.0|NUMB||||||||||||||||||||6|1.0
1942|,|,|,|PNCT|1811.0|102.0|13.0|PNCT||||||||||||||||||||232|6.0
1943|7*2+1*0,154т|7*2+1*0,154т|7*2+1*0,154т|NUSR|1812.0|102.0|14.0|NUSR||||||||||||||||||||1|1.0
1944|,|,|,|PNCT|1813.0|102.0|15.0|PNCT||||||||||||||||||||232|6.0
1945|то|то|то|CONJ|1814.0|102.0|16.0|BADW||||||||||||||||||||19|1.0
1946|есть|есть|есть|INFN|1815.0|102.0|17.0|BADW|||||||||||impf|||||||||35|1.0
1947|10,5т+1,29т|10,5т+1,29т|10,5т+1,29т|NUSR|1816.0|102.0|18.0|NUSR||||||||||||||||||||1|1.0
1948|.|.|.|PNCT|1817.0|102.0|19.0|PNCT||||||||||||||||||||157|1.0
1949|остался|осталось|Осталось|VERB|1818.0|103.0|1.0||||||sing|neut||past|intr||perf||||indc|||||4|1.0
1950|21,821-10,5-1,29=10,031|21,821-10,5-1,29=10,031|21,821-10,5-1,29=10,031|MATH|1819.0|103.0|2.0|MATH||||||||||||||||||||1|1.0
1951|т|т|т|ADJF|1820.0|103.0|3.0|BADW||||nomn|sing|masc||||||||||Fixd|Abbr|||7|1.0
1952|,|,|,|PNCT|1821.0|103.0|4.0|PNCT||||||||||||||||||||232|1.0
1953|весь|вся|вся|ADJF|1822.0|103.0|5.0|BADW||||nomn|sing|femn|||||||||||Apro|||24|1.0
1954|броневанна|броневанна|броневанна|NOUN|1823.0|103.0|6.0|||||nomn|sing|femn|inan||||||||||||броне|9|1.0
1955|25 тонника|25 тонника|25 тонника|NUSR|1824.0|103.0|7.0|NUSR|84.0|||||||||||||||||||1|1.0
1956|25|25|25|NUMB|1824.0|103.0|7.0|NUMB||84.0||||||||||||||||||2|1.0
1957|тоник|тоника|тонника|NOUN|1825.0|103.0|8.0|||84.0||gent|sing|masc|inan|||||||||||||1|1.0
1958|на|на|на|INTJ|1826.0|103.0|9.0|BADW||||||||||||||||||||65|1.0
1959|15 трупов|15 трупов|15 трупов|NUSR|1827.0|103.0|10.0|NUSR|85.0|||||||||||||||||||2|1.0
1960|15|15|15|NUMB|1827.0|103.0|10.0|NUMB||85.0||||||||||||||||||6|1.0
1961|труп|трупов|трупов|NOUN|1828.0|103.0|11.0|||85.0||gent|plur|masc|inan|||||||||||||4|1.0
1962|есть|была|была|VERB|1829.0|103.0|12.0|BADW|||||sing|femn||past|intr||impf||||indc|||||35|1.0
1963|что|что|что|ADVB|1830.0|103.0|13.0|BADW||||||||||||||||||||25|1.0
1964|то|то|то|CONJ|1831.0|103.0|14.0|BADW||||||||||||||||||||19|1.0
1965|11|11|11|NUMB|1832.0|103.0|15.0|NUMB||||||||||||||||||||4|1.0
1966|.|.|.|PNCT|1833.0|103.0|16.0|PNCT||||||||||||||||||||157|1.0
1967|то|то|То|CONJ|1834.0|104.0|1.0|BADW||||||||||||||||||||19|1.0
1968|есть|есть|есть|INFN|1835.0|104.0|2.0|BADW|||||||||||impf|||||||||35|1.0
1969|имею|имеем|имеем|VERB|1836.0|104.0|3.0||||||plur|||pres|tran||impf|1per|||indc|||||3|1.0
1970|гроб|гроб|гроб|NOUN|1837.0|104.0|4.0|||||nomn|sing|masc|inan|||||||||||||4|1.0
1971|на|на|на|INTJ|1838.0|104.0|5.0|BADW||||||||||||||||||||65|1.0
1972|40+50мм|40+50мм|40+50мм|NUSR|1839.0|104.0|6.0|NUSR||||||||||||||||||||1|1.0
1973|стальной|стальной|стальной|ADJF|1840.0|104.0|7.0|||||nomn|sing|masc||||||||||||||2|1.0
1974|броня|брони|брони|NOUN|1841.0|104.0|8.0|SPEC||||nomn|plur|femn|inan|||||||||||||27|1.0
1975|с|с|с|NOUN|1842.0|104.0|9.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
1976|два|двумя|двумя|NUMR|1843.0|104.0|10.0|||||||||||||||||||||3|1.0
1977|слой|слоями|слоями|NOUN|1844.0|104.0|11.0||||||plur|masc|inan|||||||||||||3|1.0
1978|дз|дз|ДЗ|NOUN|1845.0|104.0|12.0|SPEC|||||sing||anim||||||||||Name|||12|1.0
1979|дающий|дающими|дающими|PRTF|1846.0|104.0|13.0||||||plur|||pres|tran||impf|||actv||||||1|1.0
1980|против|против|против|ADVB|1847.0|104.0|14.0|BADW||||||||||||||||||||7|1.0
1981|50+900|50+900|50+900|NUSR|1848.0|104.0|15.0|NUSR||||||||||||||||||||5|2.0
1982|защита|защиту|защиту|NOUN|1849.0|104.0|16.0|||||accs|sing|femn|inan|||||||||||||5|1.0
1983|горазд|гораздо|гораздо|ADJS|1850.0|104.0|17.0|BADW|||||sing|neut||||||||||||||1|1.0
1984|большой|большую|большую|ADJF|1851.0|104.0|18.0|||||accs|sing|femn|||||||||||Qual|||3|1.0
1985|чем|чем|чем|CONJ|1852.0|104.0|19.0|BADW||||||||||||||||||||11|1.0
1986|50+900|50+900|50+900|NUSR|1853.0|104.0|20.0|NUSR||||||||||||||||||||5|2.0
1987|от|от|от|PREP|1854.0|104.0|21.0|BADW||||||||||||||||||||19|1.0
1988|тоу2|тоу2|ТОУ2|DSNU|1855.0|104.0|22.0|DSNU||||||||||||||||||||3|1.0
1989|.|.|.|PNCT|1856.0|104.0|23.0|PNCT||||||||||||||||||||157|1.0
1990|и|и|И|CONJ|1857.0|105.0|1.0|BADW||||||||||||||||||||104|1.0
1991|ещё|ещё|ещё|ADVB|1858.0|105.0|2.0|BADW||||||||||||||||||||17|1.0
1992|10+т|10+т|10+т|NUSR|1859.0|105.0|3.0|NUSR||||||||||||||||||||2|1.0
1993|броня|брони|брони|NOUN|1860.0|105.0|4.0|SPEC||||gent|sing|femn|inan|||||||||||||27|1.0
1994|.|.|.|PNCT|1861.0|105.0|5.0|PNCT||||||||||||||||||||157|1.0
1995|а|а|А|CONJ|1862.0|106.0|1.0|BADW||||||||||||||||||||36|1.0
1996|про|про|про|NOUN|1863.0|106.0|2.0|SPEC||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||4|1.0
1997|пушка|пушки|пушки|NOUN|1864.0|106.0|3.0|SPEC||||accs|plur|femn|inan|||||||||||||5|1.0
1998|в|в|в|NOUN|1865.0|106.0|4.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
1999|отдельный|отдельных|отдельных|ADJF|1866.0|106.0|5.0|||||accs|plur||anim||||||||||Qual|||3|1.0
2000|башня|башнях|башнях|NOUN|1867.0|106.0|6.0||||||plur|femn|inan|||||||||||||2|1.0
2001|и|и|и|CONJ|1868.0|106.0|7.0|BADW||||||||||||||||||||104|1.0
2002|перископ|перископах|перископах|NOUN|1869.0|106.0|8.0|SPEC|||||plur|masc|inan|||||||||||||2|1.0
2003|в|в|в|NOUN|1870.0|106.0|9.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2004|крыша|крышу|крышу|NOUN|1871.0|106.0|10.0|||||accs|sing|femn|inan|||||||||||||11|1.0
2005|это|это|это|PRCL|1872.0|106.0|11.0|BADW||||||||||||||||||||55|1.0
2006|тут|тут|ТУТ|ADVB|1873.0|106.0|12.0|BADW||||||||||||||||||||10|1.0
2007|уж|уже|уже|NOUN|1874.0|106.0|13.0|BADW|||||sing|masc|anim|||||||||||||7|1.0
2008|было|было|было|PRCL|1875.0|106.0|14.0|BADW||||||||||||||||||||4|1.0
2009|.|.|.|PNCT|1876.0|106.0|15.0|PNCT||||||||||||||||||||157|1.0
2010|и|и|И|CONJ|1877.0|107.0|1.0|BADW||||||||||||||||||||104|1.0
2011|как|как|как|ADVB|1878.0|107.0|2.0|BADW||||||||||||||||||||21|1.0
2012|там|там|ТАМ|ADVB|1879.0|107.0|3.0|BADW||||||||||||||||||||17|1.0
2013|трамбовать|трамбовать|трамбовать|INFN|1880.0|107.0|4.0||||||||||||impf|||||||||1|1.0
2014|толпа|толпу|толпу|NOUN|1881.0|107.0|5.0|||||accs|sing|femn|inan|||||||||||||2|1.0
2015|,|,|,|PNCT|1882.0|107.0|6.0|PNCT||||||||||||||||||||232|1.0
2016|в|в|в|NOUN|1883.0|107.0|7.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|5.0
2017|бмд|бмд|БМД|NOUN|1884.0|107.0|8.0|SPEC|||||sing||anim||||||||||Name|||2|1.0
2018|на|на|на|INTJ|1885.0|107.0|9.0|BADW||||||||||||||||||||65|1.0
2019|стадия|стадии|стадии|NOUN|1886.0|107.0|10.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2020|объект|объекта|объекта|NOUN|1887.0|107.0|11.0|||||gent|sing|masc|inan|||||||||||||1|1.0
2021|делаю|делали|делали|VERB|1888.0|107.0|12.0||||||plur|||past|tran||impf||||indc|||||3|1.0
2022|в|в|в|NOUN|1889.0|107.0|13.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|5.0
2023|обнимка|обнимку|обнимку|NOUN|1890.0|107.0|14.0|||||accs|sing|femn|inan|||||||||||||1|1.0
2024|раз|раза|раза|NOUN|1891.0|107.0|15.0|BADW||||gen1|sing|masc|inan|||||||||||||12|1.0
2025|2 плотнее|в 2 плотнее|в 2 плотнее|NUSR|1892.0|107.0|16.0|NUSR|86.0|||||||||||||||||||1|1.0
2026|в|в|в|NOUN|1892.0|107.0|16.0|BADW||86.0||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|5.0
2027|2|2|2|NUMB|1893.0|107.0|17.0|NUMB||86.0||||||||||||||||||14|1.0
2028|плотнее|плотнее|плотнее|COMP|1894.0|107.0|18.0|||86.0||||||||||||||||||2|1.0
2029|чем|чем|чем|CONJ|1895.0|107.0|19.0|BADW||||||||||||||||||||11|1.0
2030|ниже|ниже|ниже|ADVB|1896.0|107.0|20.0|BADW||||||||||||||||||||3|1.0
2031|в|в|в|NOUN|1897.0|107.0|21.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|5.0
2032|чертёж|чертеже|чертеже|NOUN|1898.0|107.0|22.0||||||sing|masc|inan|||||||||||||2|1.0
2033|в|в|в|NOUN|1899.0|107.0|23.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|5.0
2034|глава|главе|главе|NOUN|1900.0|107.0|24.0|||||datv|sing|femn|inan|||||||||||||3|1.0
2035|подтверждение|подтверждение|Подтверждение|NOUN|1901.0|107.0|25.0|TITL||||nomn|sing|neut|inan|||||||||||||3|1.0
2036|.|.|.|PNCT|1902.0|107.0|26.0|PNCT||||||||||||||||||||157|1.0
2037|у|у|У|INTJ|1903.0|108.0|1.0|BADW||||||||||||||||||||19|1.0
2038|я|меня|меня|NPRO|1904.0|108.0|2.0|BADW||||gent|sing|||||||1per||||||||8|1.0
2039|даже|даже|даже|PRCL|1905.0|108.0|3.0|BADW||||||||||||||||||||6|1.0
2040|мто|мто|МТО|NOUN|1906.0|108.0|4.0|SPEC|||||sing||anim||||||||||Name|||9|1.0
2041|более|более|более|ADVB|1907.0|108.0|5.0|BADW||||||||||||||||||||5|1.0
2042|3,7 куба|3,7 куба|3,7 куба|NUSR|1908.0|108.0|6.0|NUSR|87.0|||||||||||||||||||2|1.0
2043|3,7|3,7|3,7|NUSR|1908.0|108.0|6.0|NUSR||87.0||||||||||||||||||2|1.0
2044|куб|куба|куба|NOUN|1909.0|108.0|7.0|SPEC||87.0||gent|sing|masc|inan|||||||||||||7|2.0
2045|и|и|и|CONJ|1910.0|108.0|8.0|BADW||||||||||||||||||||104|1.0
2046|ещё|ещё|ещё|ADVB|1911.0|108.0|9.0|BADW||||||||||||||||||||17|1.0
2047|снизу|снизу|снизу|ADVB|1912.0|108.0|10.0|BADW||||||||||||||||||||4|1.0
2048|семь|семь|семь|NUMR|1913.0|108.0|11.0|||||nomn||||||||||||||||4|2.0
2049|куб|кубов|кубов|NOUN|1914.0|108.0|12.0|SPEC||||gent|plur|masc|inan|||||||||||||7|2.0
2050|ск|семь карл|семь Карл|ABVR|1915.0|108.0|13.0|oPNC|88.0|||||||||||||||||||1|1.0
2051|семь|семь|семь|NUMR|1915.0|108.0|13.0|||88.0||nomn||||||||||||||||4|2.0
2052|карла|карл|Карл|NOUN|1916.0|108.0|14.0|TITL||88.0||gent|plur|masc|anim|||||||||||||2|1.0
2053|.|.|.|PNCT|1917.0|108.0|15.0|PNCT||||||||||||||||||||157|1.0
2054|теперь|теперь|Теперь|ADVB|1918.0|109.0|1.0|BADW||||||||||||||||||||2|1.0
2055|смотрю|смотрим|смотрим|VERB|1919.0|109.0|2.0||||||plur|||pres|tran||impf|1per|||indc|||||1|1.0
2056|масса|массу|массу|NOUN|1920.0|109.0|3.0|||||accs|sing|femn|inan|||||||||||||12|2.0
2057|и|и|и|CONJ|1921.0|109.0|4.0|BADW||||||||||||||||||||104|1.0
2058|проходимость|проходимость|проходимость|NOUN|1922.0|109.0|5.0|||||accs|sing|femn|inan|||||||||||||1|1.0
2059|бумеранг|бумеранг|Бумеранг|NOUN|1923.0|109.0|6.0|TITL||||accs|sing|masc|inan|||||||||||||4|1.0
2060|,|,|,|PNCT|1924.0|109.0|7.0|PNCT||||||||||||||||||||232|2.0
2061|5 тонн|5 тонн|5 тонн|NUSR|1925.0|109.0|8.0|NUSR|89.0|||||||||||||||||||2|1.0
2062|5|5|5|NUMB|1925.0|109.0|8.0|NUMB||89.0||||||||||||||||||3|1.0
2063|тонна|тонн|тонн|NOUN|1926.0|109.0|9.0|||89.0||gent|plur|femn|inan|||||||||||||18|2.0
2064|на|на|на|INTJ|1927.0|109.0|10.0|BADW||||||||||||||||||||65|1.0
2065|шина|шину|шину|NOUN|1928.0|109.0|11.0|||||accs|sing|femn|inan|||||||||||||16|1.0
2066|,|,|,|PNCT|1929.0|109.0|12.0|PNCT||||||||||||||||||||232|2.0
2067|34 тонны|34 тонны|34 тонны|NUSR|1930.0|109.0|13.0|NUSR|90.0|||||||||||||||||||1|1.0
2068|34|34|34|NUMB|1930.0|109.0|13.0|NUMB||90.0||||||||||||||||||1|1.0
2069|тонна|тонны|тонны|NOUN|1931.0|109.0|14.0|||90.0||gent|sing|femn|inan|||||||||||||18|2.0
2070|масса|массы|массы|NOUN|1932.0|109.0|15.0|||||gent|sing|femn|inan|||||||||||||12|2.0
2071|ум4|у меня 40|у меня 40|ABVR|1933.0|109.0|16.0|oPNC|91.0|||||||||||||||||||1|1.0
2072|у|у|у|INTJ|1933.0|109.0|16.0|BADW||91.0||||||||||||||||||19|1.0
2073|я|меня|меня|NPRO|1934.0|109.0|17.0|BADW||91.0||gent|sing|||||||1per||||||||8|1.0
2074|40|40|40|NUMB|1935.0|109.0|18.0|NUMB||91.0||||||||||||||||||8|1.0
2075|.|.|.|PNCT|1936.0|109.0|19.0|PNCT||||||||||||||||||||157|1.0
2076|дз|дз|ДЗ|NOUN|1937.0|110.0|1.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
2077|там|там|там|ADVB|1938.0|110.0|2.0|BADW||||||||||||||||||||17|1.0
2078|нет|нет|нет|INTJ|1939.0|110.0|3.0|||||||||||||||||||||4|2.0
2079|не|не|не|PRCL|1940.0|110.0|4.0|||||||||||||||||||||40|1.0
2080|потому|потому|потому|ADVB|1941.0|110.0|5.0|BADW||||||||||||||||||||1|1.0
2081|что|что|что|ADVB|1942.0|110.0|6.0|BADW||||||||||||||||||||25|1.0
2082|пишу|пишут|пишут|VERB|1943.0|110.0|7.0||||||plur|||pres|tran||impf|3per|||indc|||||5|1.0
2083|про|про|про|NOUN|1944.0|110.0|8.0|SPEC||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||4|1.0
2084|защита|защиту|защиту|NOUN|1945.0|110.0|9.0|||||accs|sing|femn|inan|||||||||||||5|1.0
2085|от|от|от|PREP|1946.0|110.0|10.0|BADW||||||||||||||||||||19|1.0
2086|рпг|рпг|РПГ|NOUN|1947.0|110.0|11.0|SPEC|||||sing||anim||||||||||Name|||2|1.0
2087|неполный|неполную|неполную|ADJF|1948.0|110.0|12.0|||||accs|sing|femn||||||||||||||1|1.0
2088|,|,|,|PNCT|1949.0|110.0|13.0|PNCT||||||||||||||||||||232|1.0
2089|потмучто|потмучто|потмучто|UNKN|1950.0|110.0|14.0|UNKN||||||||||||||||||||1|1.0
2090|нет|нет|нет|INTJ|1951.0|110.0|15.0|||||||||||||||||||||4|2.0
2091|выход|выходов|выходов|NOUN|1952.0|110.0|16.0|||||gent|plur|masc|inan|||||||||||||1|1.0
2092|энергия|энергии|энергии|NOUN|1953.0|110.0|17.0|||||gent|sing|femn|inan|||||||||||||1|1.0
2093|взрыв|взрыва|взрыва|NOUN|1954.0|110.0|18.0|||||gent|sing|masc|inan|||||||||||||1|1.0
2094|дз|дз|ДЗ|NOUN|1955.0|110.0|19.0|SPEC|||||sing||anim||||||||||Name|||12|2.0
2095|никуда|никуда|никуда|ADVB|1956.0|110.0|20.0|BADW||||||||||||||||||||1|1.0
2096|.|.|.|PNCT|1957.0|110.0|21.0|PNCT||||||||||||||||||||157|1.0
2097|искомый|искомая|Искомая|ADJF|1958.0|111.0|1.0|||||nomn|sing|femn||||||||||||||2|1.0
2098|разница|разница|разница|NOUN|1959.0|111.0|2.0|||||nomn|sing|femn|inan|||||||||||||1|1.0
2099|2 дз|2 дз|2 ДЗ|NUSR|1960.0|111.0|3.0|NUSR|92.0|||||||||||||||||||1|1.0
2100|2|2|2|NUMB|1960.0|111.0|3.0|NUMB||92.0||||||||||||||||||14|1.0
2101|дз|дз|ДЗ|NOUN|1961.0|111.0|4.0|SPEC||92.0|||sing||anim||||||||||Name|||12|1.0
2102|против|против|против|ADVB|1962.0|111.0|5.0|BADW||||||||||||||||||||7|1.0
2103|ниодин|ниодной|ниодной|ADJF|1963.0|111.0|6.0|||||gent|sing|femn|||||||||||Anum||ни|1|1.0
2104|через|через|через|PREP|1964.0|111.0|7.0|BADW||||||||||||||||||||4|1.0
2105|компоновка|компоновку|компоновку|NOUN|1965.0|111.0|8.0|||||accs|sing|femn|inan|||||||||||||1|1.0
2106|толпа|толпы|толпы|NOUN|1966.0|111.0|9.0|||||accs|plur|femn|inan|||||||||||||2|1.0
2107|,|,|,|PNCT|1967.0|111.0|10.0|PNCT||||||||||||||||||||232|2.0
2108|повторился|повторюсь|повторюсь|VERB|1968.0|111.0|11.0||||||sing|||futr|intr||perf|1per|||indc|||||1|1.0
2109|такой|такая|такая|ADJF|1969.0|111.0|12.0|BADW||||nomn|sing|femn|||||||||||Apro|||7|1.0
2110|такая|такая|такая|GRND|1969.0|111.0|12.0|||||||||pres|intr||impf|||||||||3|1.0
2111|применяться|применяться|применяеться|INFN|1970.0|111.0|13.0||||||||||||impf|||||||||1|1.0
2112|,|,|,|PNCT|1971.0|111.0|14.0|PNCT||||||||||||||||||||232|2.0
2113|так|так|так|ADVB|1972.0|111.0|15.0|BADW||||||||||||||||||||9|1.0
2114|хожу|ходят|ходят|VERB|1973.0|111.0|16.0||||||plur|||pres|intr||impf|3per|||indc|||||2|1.0
2115|в|в|в|NOUN|1974.0|111.0|17.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2116|бмп-3|бмп-3|БМП-3|DSNU|1975.0|111.0|18.0|DSNU||||||||||||||||||||4|1.0
2117|и|и|и|CONJ|1976.0|111.0|19.0|BADW||||||||||||||||||||104|1.0
2118|в|в|в|NOUN|1977.0|111.0|20.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2119|бмд|бмд|БМД|NOUN|1978.0|111.0|21.0|SPEC|||||sing||anim||||||||||Name|||2|1.0
2120|проектирую|проектировали|проектировали|VERB|1979.0|111.0|22.0||||||plur|||past|tran||impf||||indc|||||1|1.0
2121|ещё|ещё|ещё|ADVB|1980.0|111.0|23.0|BADW||||||||||||||||||||17|1.0
2122|плотнее|плотнее|плотнее|COMP|1981.0|111.0|24.0|||||||||||||||||||||2|1.0
2123|.|.|.|PNCT|1982.0|111.0|25.0|PNCT||||||||||||||||||||157|1.0
2124|чёт|чёта|Чёта|NOUN|1983.0|112.0|1.0|||||gent|sing|masc|inan|||||||||||||1|1.0
2125|ржу|ржу|ржу|VERB|1984.0|112.0|2.0||||||sing|||pres|intr||impf|1per|||indc|||||1|1.0
2126|.|.|.|PNCT|1985.0|112.0|3.0|PNCT||||||||||||||||||||157|1.0
2127|вообще|вообще|Вообще|ADVB|1986.0|113.0|1.0|BADW||||||||||||||||||||2|1.0
2128|говоря|говоря|говоря|GRND|1987.0|113.0|2.0|||||||||pres|tran||impf|||||||||1|1.0
2129|случаюсь|случалось|случалось|VERB|1988.0|113.0|3.0||||||sing|neut||past|intr||impf||||indc|||||1|1.0
2130|беседовать|беседовать|беседовать|INFN|1989.0|113.0|4.0||||||||||||impf|||||||||1|1.0
2131|с|с|с|NOUN|1990.0|113.0|5.0|BADW||||nomn|sing|femn|inan|||||||||Fixd|Abbr|||27|1.0
2132|важный|важным|важным|ADJF|1991.0|113.0|6.0||||||sing|masc|||||||||||Qual|||1|1.0
2133|человек|человеком|человеком|NOUN|1992.0|113.0|7.0||||||sing|masc|anim|||||||||||||2|1.0
2134|из|из|из|PREP|1993.0|113.0|8.0|BADW||||||||||||||||||||8|1.0
2135|утверждавший|утверждавших|утверждавших|PRTF|1994.0|113.0|9.0|||||accs|plur||anim|past|tran||impf|||actv||||||1|1.0
2136|разработка|разработку|разработку|NOUN|1995.0|113.0|10.0|||||accs|sing|femn|inan|||||||||||||1|1.0
2137|,|,|,|PNCT|1996.0|113.0|11.0|PNCT||||||||||||||||||||232|2.0
2138|в|в|в|NOUN|1997.0|113.0|12.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2139|иной|иные|иные|ADJF|1998.0|113.0|13.0|||||accs|plur||inan||||||||||Apro|||3|1.0
2140|кб|кб|КБ|NOUN|1999.0|113.0|14.0|SPEC||||accs|sing|neut|inan|||||||||Fixd|Abbr|||1|1.0
2141|адресен|адресно|адресно|ADJS|2000.0|113.0|15.0||||||sing|neut|||||||||||Qual|||1|1.0
2142|и|и|и|CONJ|2001.0|113.0|16.0|BADW||||||||||||||||||||104|1.0
2143|в|в|в|NOUN|2002.0|113.0|17.0|BADW||||nomn|sing|masc|inan|||||||||Fixd|Abbr|||87|2.0
2144|габту|габту|ГАБТУ|NOUN|2003.0|113.0|18.0|SPEC|||||sing||anim||||||||||Name|||1|1.0
2145|он|он|он|NPRO|2004.0|113.0|19.0|BADW||||nomn|sing|masc||||||3per||||||Anph||5|1.0
2146|я|меня|меня|NPRO|2005.0|113.0|20.0|BADW||||gent|sing|||||||1per||||||||8|2.0
2147|послал|послал|послал|VERB|2006.0|113.0|21.0||||||sing|masc||past|tran||perf||||indc|||||1|1.0
2148|яс|я сходил|я сходил|ABVR|2007.0|113.0|22.0|oPNC|93.0|||||||||||||||||||1|1.0
2149|я|я|я|NOUN|2007.0|113.0|22.0|BADW||93.0||nomn|sing|ms-f|anim|||||||||Fixd|Name|Init||8|2.0
2150|сходил|сходил|сходил|VERB|2008.0|113.0|23.0|||93.0|||sing|masc||past|intr||perf||||indc|||||1|1.0
2151|,|,|,|PNCT|2009.0|113.0|24.0|PNCT||||||||||||||||||||232|2.0
2152|но|но|но|CONJ|2010.0|113.0|25.0|BADW||||||||||||||||||||13|1.0
2153|сказал|сказал|сказал|VERB|2011.0|113.0|26.0|BADW|||||sing|masc||past|tran||perf||||indc|||||1|1.0
2154|что|что|что|ADVB|2012.0|113.0|27.0|BADW||||||||||||||||||||25|1.0
2155|сам|сами|сами|ADJF|2013.0|113.0|28.0|BADW||||nomn|plur||||||||||||Apro|||2|1.0
2156|корпус|корпус|корпус|NOUN|2014.0|113.0|29.0|||||nomn|sing|masc|inan|||||||||||||20|1.0
2157|менять|менять|менять|INFN|2015.0|113.0|30.0||||||||||||impf|||||||||1|1.0
2158|не|не|не|PRCL|2016.0|113.0|31.0|||||||||||||||||||||40|1.0
2159|есть|будут|будут|VERB|2017.0|113.0|32.0|BADW|||||plur|||futr|intr||impf|3per|||indc|||||35|1.0
2160|.|.|.|PNCT|2018.0|113.0|33.0|PNCT||||||||||||||||||||157|1.0
2161|было|было|Было|PRCL|2019.0|114.0|1.0|BADW||||||||||||||||||||4|1.0
2162|это|это|это|PRCL|2020.0|114.0|2.0|BADW||||||||||||||||||||55|1.0
2163|годик|годик|годик|NOUN|2021.0|114.0|3.0|||||nomn|sing|masc|inan|||||||||||||1|1.0
2164|другой|другой|другой|ADJF|2022.0|114.0|4.0|||||nomn|sing|masc|||||||||||Subx|||3|1.0
2165|тот|тому|тому|ADJF|2023.0|114.0|5.0|BADW||||datv|sing|masc|||||||||||Apro|Anph||6|1.0
2166|том|тому|тому|NOUN|2023.0|114.0|5.0|||||datv|sing|masc|inan|||||||||||||2|1.0
2167|назад|назад|назад|ADVB|2024.0|114.0|6.0|BADW||||||||||||||||||||1|1.0
2168|,|,|,|PNCT|2025.0|114.0|7.0|PNCT||||||||||||||||||||232|2.0
2169|раз|раз|раз|ADVB|2026.0|114.0|8.0|BADW||||||||||||||||||||12|1.0
2170|там|там|там|ADVB|2027.0|114.0|9.0|BADW||||||||||||||||||||17|1.0
2171|ничего|ничего|ничего|ADVB|2028.0|114.0|10.0|BADW||||||||||||||||||||1|1.0
